"PointID","x","y","Pressure","Velocity_x","Velocity_y","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Heat_Capacity","Thermal_Conductivity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
68, 7.522608505205900e-01, 2.712802039232665e-02, 2.070083344872536e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.140166689745074e-02, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.751815967028495e-03, -3.199570275327849e-04, -0.000000000000000e+00, 9.023330559597074e+00, 0.000000000000000e+00
69, 7.354380195915630e-01, 3.025454070177425e-02, 2.096902561253080e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.193805122506160e-02, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.768715329281027e-03, -3.371112776395055e-04, -0.000000000000000e+00, 9.051470579018483e+00, 0.000000000000000e+00
70, 7.178721163013303e-01, 3.368239911972336e-02, 2.494354929143677e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.988709858287355e-02, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.787115458638955e-03, -3.523190726608317e-04, -0.000000000000000e+00, 9.080696849758560e+00, 0.000000000000000e+00
71, 6.995691775714450e-01, 3.732586734542058e-02, 3.706965017627763e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.413930035255527e-02, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.803386309987009e-03, -3.627512018706829e-04, -0.000000000000000e+00, 9.100730380409171e+00, 0.000000000000000e+00
72, 6.805602903468837e-01, 4.118767385426580e-02, 5.616374122660955e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.123274824532191e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.822080946914672e-03, -3.743112554363341e-04, -0.000000000000000e+00, 9.125461203717064e+00, 0.000000000000000e+00
73, 6.608857616466737e-01, 4.527262624429682e-02, 7.512651260326496e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.502530252065299e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.845060492203513e-03, -3.876532802524793e-04, -0.000000000000000e+00, 9.159498303806052e+00, 0.000000000000000e+00
74, 6.405946025157199e-01, 4.958459636751875e-02, 7.902723122939000e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.580544624587800e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.872503324221321e-03, -4.024329847484672e-04, -0.000000000000000e+00, 9.202801511234437e+00, 0.000000000000000e+00
75, 6.197420329262894e-01, 5.411511711651512e-02, 5.815066237720988e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.163013247544198e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.901975707303482e-03, -4.162014014841663e-04, -0.000000000000000e+00, 9.248162354909118e+00, 0.000000000000000e+00
76, 5.983839747575816e-01, 5.882137177059197e-02, 1.502992070988492e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.005984141976984e-02, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.930109566585229e-03, -4.268763460026074e-04, -0.000000000000000e+00, 9.286709134803589e+00, 0.000000000000000e+00
77, 5.765837139864753e-01, 6.366030864739677e-02, -3.767179084222334e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -7.534358168444670e-02, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.954014051371099e-03, -4.328193716954924e-04, -0.000000000000000e+00, 9.311268777536119e+00, 0.000000000000000e+00
78, 5.544055847657549e-01, 6.856270352359832e-02, -8.547098590353468e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.709419718070694e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.971887393899719e-03, -4.323085213175665e-04, -0.000000000000000e+00, 9.317414611714813e+00, 0.000000000000000e+00
79, 5.319185563563407e-01, 7.345251499205652e-02, -1.191363232036436e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.382726464072872e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.984509464932649e-03, -4.241982343511052e-04, -0.000000000000000e+00, 9.306981183854969e+00, 0.000000000000000e+00
80, 5.091915030418062e-01, 7.822742620394926e-02, -1.363512450924551e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.727024901849102e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.994197093934315e-03, -4.083261290435163e-04, -0.000000000000000e+00, 9.285787716348100e+00, 0.000000000000000e+00
81, 4.862999190673835e-01, 8.279325750597255e-02, -1.418428287777451e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.836856575554903e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.004058511147926e-03, -3.862090692939162e-04, -0.000000000000000e+00, 9.262176473095693e+00, 0.000000000000000e+00
82, 4.633257549453588e-01, 8.706637366294920e-02, -1.427182618565930e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.854365237131861e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.013341616250639e-03, -3.578481254708291e-04, -0.000000000000000e+00, 9.235173541754836e+00, 0.000000000000000e+00
83, 4.403532870372115e-01, 9.095973854971817e-02, -1.497081950979945e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.994163901959890e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.019987005435890e-03, -3.246773230252732e-04, -0.000000000000000e+00, 9.201543874959407e+00, 0.000000000000000e+00
84, 4.174764790779690e-01, 9.443583698682792e-02, -1.702232632409532e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -3.404465264819064e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.020475345706331e-03, -2.870095423010893e-04, -0.000000000000000e+00, 9.154280092958981e+00, 0.000000000000000e+00
85, 3.947853342920703e-01, 9.743268922876179e-02, -1.989807431530699e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -3.979614863061399e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.010036218744240e-03, -2.451027112352937e-04, -0.000000000000000e+00, 9.083564728452529e+00, 0.000000000000000e+00
86, 3.723734953283475e-01, 9.993567002403558e-02, -2.331841755363541e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.663683510727083e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.993049657744641e-03, -2.076277227005221e-04, -0.000000000000000e+00, 9.001698082602763e+00, 0.000000000000000e+00
87, 3.503425571192713e-01, 1.020625551124433e-01, -2.766414044667020e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.532828089334041e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.977009198404983e-03, -1.773033748870180e-04, -0.000000000000000e+00, 8.925370197242264e+00, 0.000000000000000e+00
88, 3.287759810180935e-01, 1.038456095580193e-01, -3.257822305130425e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.515644610260851e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.957428321708153e-03, -1.428532365024534e-04, -0.000000000000000e+00, 8.842009851902388e+00, 0.000000000000000e+00
89, 3.077390540917279e-01, 1.051717613226179e-01, -3.775301850196895e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -7.550603700393791e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.927479100732890e-03, -1.010734536909405e-04, -0.000000000000000e+00, 8.736447721547473e+00, 0.000000000000000e+00
90, 2.872984948178323e-01, 1.060206125342304e-01, -4.371420377942025e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -8.742840755884050e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.891813842864992e-03, -6.053091135908810e-05, -0.000000000000000e+00, 8.620648348538825e+00, 0.000000000000000e+00
91, 2.675171413362629e-01, 1.064587109053564e-01, -5.055453798632932e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.011090759726587e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.858701307917398e-03, -2.296171119022629e-05, -0.000000000000000e+00, 8.513275022408177e+00, 0.000000000000000e+00
92, 2.484464195922425e-01, 1.065005767579983e-01, -5.771330250916563e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.154266050183313e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.833226666193315e-03, 1.641139066971345e-05, -0.000000000000000e+00, 8.425951371533515e+00, 0.000000000000000e+00
93, 2.301293946100793e-01, 1.061240087492625e-01, -6.486585363700409e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.297317072740082e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.822015099625828e-03, 5.943340422413504e-05, -0.000000000000000e+00, 8.374650598815396e+00, 0.000000000000000e+00
94, 2.126016704010867e-01, 1.053313353678319e-01, -7.322345943925649e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.464469188785130e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.844233127734316e-03, 1.078536450555533e-04, -0.000000000000000e+00, 8.403813559605899e+00, 0.000000000000000e+00
95, 1.958938740319102e-01, 1.041218618247757e-01, -8.270651147557689e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.654130229511538e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.906757820436315e-03, 1.776461415283552e-04, -0.000000000000000e+00, 8.530199033754220e+00, 0.000000000000000e+00
96, 1.800544349688330e-01, 1.022990201309489e-01, -8.647702361188088e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.729540472237618e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.947037360294912e-03, 2.834381717666723e-04, -0.000000000000000e+00, 8.621443726607954e+00, 0.000000000000000e+00
97, 1.651454161863503e-01, 9.964568337328981e-02, -8.720329776791852e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.744065955358371e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.948204939068999e-03, 3.754743532328990e-04, -0.000000000000000e+00, 8.634170440567502e+00, 0.000000000000000e+00
98, 1.511068760340134e-01, 9.672000441717254e-02, -9.008111290983242e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.801622258196649e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.938522445418018e-03, 4.297698430116147e-04, -0.000000000000000e+00, 8.615244536946863e+00, 0.000000000000000e+00
99, 1.379242136007803e-01, 9.361075094862809e-02, -9.228701203166026e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.845740240633206e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.940430131438924e-03, 4.842690720999039e-04, -0.000000000000000e+00, 8.624992306294864e+00, 0.000000000000000e+00
100, 1.255844265628452e-01, 9.035042031163511e-02, -9.625197833533859e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.925039566706772e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.975560317722726e-03, 5.489065638018932e-04, -0.000000000000000e+00, 8.712489218529338e+00, 0.000000000000000e+00
101, 1.140630995752105e-01, 8.698097508667993e-02, -9.847117657805441e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.969423531561088e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.024605580113610e-03, 6.385301170801088e-04, -0.000000000000000e+00, 8.845184751294646e+00, 0.000000000000000e+00
102, 1.033981946739406e-01, 8.335321681445139e-02, -9.776922612401938e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.955384522480388e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.055768268135189e-03, 7.341858541163926e-04, -0.000000000000000e+00, 8.950267245931574e+00, 0.000000000000000e+00
103, 9.352402613532182e-02, 7.964576254839964e-02, -9.966700251279519e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.993340050255904e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.090586759550250e-03, 8.142270355865269e-04, -0.000000000000000e+00, 9.055283368550825e+00, 0.000000000000000e+00
104, 8.438132862344744e-02, 7.594666150183177e-02, -9.932774344777842e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.986554868955569e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.107532843996354e-03, 9.055721377136459e-04, -0.000000000000000e+00, 9.138459155372466e+00, 0.000000000000000e+00
105, 7.600873544711235e-02, 7.211973073523885e-02, -9.730140821347837e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.946028164269568e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.094275398624785e-03, 9.857748917033978e-04, -0.000000000000000e+00, 9.163057340453976e+00, 0.000000000000000e+00
106, 6.829424425708623e-02, 6.837447502650645e-02, -9.884522625938633e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.976904525187727e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.094515001305996e-03, 1.048648501604881e-03, -0.000000000000000e+00, 9.201498303246428e+00, 0.000000000000000e+00
107, 6.120483333457637e-02, 6.470794817052274e-02, -9.642444157179232e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.928488831435847e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.077911417689699e-03, 1.132832388026914e-03, -0.000000000000000e+00, 9.233504190534521e+00, 0.000000000000000e+00
108, 5.478024151819633e-02, 6.100693285691764e-02, -9.534161325343607e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.906832265068722e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.061105580238501e-03, 1.208932724745993e-03, -0.000000000000000e+00, 9.263213103594742e+00, 0.000000000000000e+00
109, 4.887458626060896e-02, 5.747569411481453e-02, -9.394446279649736e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.878889255929947e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 2.033942964514629e-03, 1.283379719032762e-03, -0.000000000000000e+00, 9.278919410769994e+00, 0.000000000000000e+00
110, 4.356985492776401e-02, 5.393338996821084e-02, -9.075114375977070e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.815022875195414e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.986699942447009e-03, 1.353355460765188e-03, -0.000000000000000e+00, 9.263288949407176e+00, 0.000000000000000e+00
111, 3.872401613970142e-02, 5.056104675941673e-02, -9.050381740834059e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.810076348166812e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.942310119455451e-03, 1.401214372134127e-03, -0.000000000000000e+00, 9.233222899191992e+00, 0.000000000000000e+00
112, 3.435343365589323e-02, 4.728451252251815e-02, -8.743181702523302e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.748636340504661e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.887134319935284e-03, 1.458100585554177e-03, -0.000000000000000e+00, 9.201248395058821e+00, 0.000000000000000e+00
113, 3.040975518269514e-02, 4.413700548063969e-02, -8.656008086861695e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.731201617372339e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.839527192245206e-03, 1.502062663429802e-03, -0.000000000000000e+00, 9.170257491820218e+00, 0.000000000000000e+00
114, 2.683603839670467e-02, 4.114619676797388e-02, -8.355421946918369e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.671084389383674e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.786849476228554e-03, 1.552269961134170e-03, -0.000000000000000e+00, 9.143530309515956e+00, 0.000000000000000e+00
115, 2.364839610011900e-02, 3.826328486793479e-02, -8.293357879579860e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.658671575915972e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.753109749831352e-03, 1.604305286786242e-03, -0.000000000000000e+00, 9.150873258416194e+00, 0.000000000000000e+00
116, 2.074198391824893e-02, 3.556940739771885e-02, -8.095910575729988e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.619182115145998e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.718499002036509e-03, 1.675742230578141e-03, -0.000000000000000e+00, 9.186125719861865e+00, 0.000000000000000e+00
117, 1.819967814171979e-02, 3.295013264929587e-02, -7.945203910849310e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.589040782169862e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.689215662170069e-03, 1.755647309855260e-03, -0.000000000000000e+00, 9.244686801259119e+00, 0.000000000000000e+00
118, 1.588143599302021e-02, 3.051770909746284e-02, -7.809083248814314e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.561816649762863e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.658761665041398e-03, 1.840040860691855e-03, -0.000000000000000e+00, 9.312146410729653e+00, 0.000000000000000e+00
119, 1.388117975533143e-02, 2.815968345140697e-02, -7.520218640571255e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.504043728114251e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.619081077272341e-03, 1.930461549463970e-03, -0.000000000000000e+00, 9.381542366473580e+00, 0.000000000000000e+00
120, 1.206776828645088e-02, 2.597059964549673e-02, -7.348980616621693e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.469796123324339e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.576266685715126e-03, 2.002021584515543e-03, -0.000000000000000e+00, 9.425125100956947e+00, 0.000000000000000e+00
121, 1.050705958289108e-02, 2.387420214599561e-02, -7.084298356499503e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.416859671299901e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.532278628891803e-03, 2.084879472909334e-03, -0.000000000000000e+00, 9.488526648375410e+00, 0.000000000000000e+00
122, 9.098568942115727e-03, 2.193058848352070e-02, -6.810486202233919e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.362097240446784e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.474207788793272e-03, 2.148611656568792e-03, -0.000000000000000e+00, 9.513261135932408e+00, 0.000000000000000e+00
123, 7.902477288749220e-03, 2.007810506916037e-02, -6.549895308748527e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.309979061749706e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.418067824408768e-03, 2.207999900693426e-03, -0.000000000000000e+00, 9.538378140589872e+00, 0.000000000000000e+00
124, 6.813262915775681e-03, 1.837225693381735e-02, -6.292204712005376e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.258440942401075e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.350134609345955e-03, 2.254633887716591e-03, -0.000000000000000e+00, 9.537043866318875e+00, 0.000000000000000e+00
125, 5.909217687871291e-03, 1.674949574972896e-02, -5.773364528420114e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.154672905684023e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.255433389125882e-03, 2.253502933480962e-03, -0.000000000000000e+00, 9.441069813906186e+00, 0.000000000000000e+00
126, 5.079864560529173e-03, 1.526080688614987e-02, -5.697496435177440e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.139499287035488e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.202184475362325e-03, 2.212029145278258e-03, -0.000000000000000e+00, 9.319357247804748e+00, 0.000000000000000e+00
127, 4.349346766493126e-03, 1.387932065457926e-02, -5.395380410749665e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.079076082149933e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.158921772499016e-03, 2.210217329605836e-03, -0.000000000000000e+00, 9.271316613631793e+00, 0.000000000000000e+00
128, 3.688739434052952e-03, 1.260774700311927e-02, -5.610593260972925e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.122118652194585e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.166028262771896e-03, 2.266974199425626e-03, -0.000000000000000e+00, 9.363272184172141e+00, 0.000000000000000e+00
129, 3.093307991754694e-03, 1.143734940334963e-02, -5.467433868746386e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.093486773749277e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.143886253523113e-03, 2.413860573928197e-03, -0.000000000000000e+00, 9.577414148192091e+00, 0.000000000000000e+00
130, 2.611399004720477e-03, 1.033431327747131e-02, -5.123417918826620e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.024683583765324e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.083135144112104e-03, 2.479175996523254e-03, -0.000000000000000e+00, 9.631833796582892e+00, 0.000000000000000e+00
131, 2.169854970226052e-03, 9.323668042961853e-03, -5.598111637661259e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.119622327532252e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.119499988652611e-03, 2.605847473176082e-03, -0.000000000000000e+00, 9.854924703371024e+00, 0.000000000000000e+00
132, 1.777543528663304e-03, 8.393357308465143e-03, -5.286729776420929e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.057345955284186e+00, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 1.040788079437244e-03, 2.855547086895326e-03, -0.000000000000000e+00, 1.019498496088910e+01, 0.000000000000000e+00
133, 1.508115194761098e-03, 7.508092782786467e-03, -4.596268320183014e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.192536640366029e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 8.783537393848396e-04, 2.886019429407329e-03, -0.000000000000000e+00, 1.015066192217778e+01, 0.000000000000000e+00
134, 1.261383602784256e-03, 6.697403266291126e-03, -4.599485349910221e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.198970699820442e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 8.481052486455502e-04, 2.786631531263952e-03, -0.000000000000000e+00, 9.968285468607542e+00, 0.000000000000000e+00
135, 1.035469777502441e-03, 5.955114983222307e-03, -4.548274767212848e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.096549534425696e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 8.289808945579870e-04, 2.846348689014936e-03, -0.000000000000000e+00, 1.005058199147564e+01, 0.000000000000000e+00
136, 8.459428084527826e-04, 5.270965856127148e-03, -4.258271254828046e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -8.516542509656093e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 7.373478074388000e-04, 2.919606680683368e-03, -0.000000000000000e+00, 1.012367582798279e+01, 0.000000000000000e+00
137, 7.025134594294195e-04, 4.636739203414465e-03, -3.919448323475512e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -7.838896646951025e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 6.524466036084640e-04, 2.885037325331179e-03, -0.000000000000000e+00, 1.002816603778140e+01, 0.000000000000000e+00
138, 5.712342024481768e-04, 4.056238738950532e-03, -3.873562069575402e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -7.747124139150805e-01, 1.000000000000000e+00, 4.793315743183817e-07, 3.216724105000000e+02, 2.141496429718802e-04, 6.407179060104578e-04, 2.833174490639987e-03, -0.000000000000000e+00, 9.932513001815884e+00, 0.000000000000000e+00
