"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         291,      -6.342957876,      -5.000720782,      -5.653839111,      -8.671842042
          0,           0,         292,      -6.349738573,      -5.001246296,        -5.6475121,      -8.664159358
          0,           0,         293,      -6.359692635,      -5.001697429,      -5.639193735,      -8.656476296
          0,           0,         294,      -6.372730827,      -5.002105051,      -5.629911721,      -8.648821777
          0,           0,         295,        -6.3886513,      -5.002501422,      -5.620584539,       -8.64119405
          0,           0,         296,      -6.407099249,      -5.002918332,      -5.611964201,      -8.633592976
          0,           0,         297,      -6.427509061,      -5.003385361,      -5.604625355,      -8.626019488
          0,           0,         298,      -6.449034308,      -5.003928376,      -5.598980289,      -8.618474973
          0,           0,         299,       -6.47048471,       -5.00456831,      -5.595303544,      -8.610959622
          0,           0,         300,       -6.49031285,       -5.00532025,      -5.593756307,       -8.60347161
          0,           0,         301,      -6.506718058,      -5.006192901,      -5.594405836,       -8.59601157
          0,           0,         302,      -6.517927681,      -5.007188346,      -5.597238232,      -8.588573101
          0,           0,         303,      -6.522631401,      -5.008302177,      -5.602164541,      -8.581162503
          0,           0,         304,      -6.520396127,      -5.009523939,      -5.609020969,      -8.573793411
          0,           0,         305,      -6.511817466,      -5.010837878,      -5.617564556,      -8.566469639
          0,           0,         306,      -6.498304796,      -5.012223969,      -5.627466348,      -8.559181613
          0,           0,         307,      -6.481644079,        -5.0136591,      -5.638305244,      -8.551931606
          0,           0,         308,      -6.463583505,      -5.015118394,      -5.649567303,      -8.544730484
          0,           0,         309,      -6.445587261,        -5.0165767,       -5.66065682,      -8.537566235
          0,           0,         310,      -6.428759457,      -5.018010021,      -5.670925866,      -8.530435985
          0,           0,         311,       -6.41387215,      -5.019396856,       -5.67972675,      -8.523352421
          0,           0,         312,      -6.401433741,      -5.020719381,      -5.686485154,      -8.516310782
          0,           0,         313,      -6.391760238,      -5.021964406,      -5.690781576,      -8.509311221
          0,           0,         314,      -6.385033979,      -5.023123969,      -5.692419607,      -8.502354059
          0,           0,         315,      -6.381346574,      -5.024195612,      -5.691458487,      -8.495444549
          0,           0,         316,       -6.38072773,      -5.025182391,      -5.688197927,      -8.488584871
          0,           0,         317,      -6.383162775,      -5.026092353,      -5.683120649,      -8.481775382
          0,           0,         318,      -6.388601291,       -5.02693786,      -5.676812676,      -8.475004317
          0,           0,         319,      -6.396958527,      -5.027734619,      -5.669884564,       -8.46828145
          0,           0,         320,      -6.408110408,      -5.028500529,      -5.662909883,      -8.461610641
          0,           0,         321,      -6.421882452,      -5.029254493,      -5.656386909,      -8.454993037
          0,           0,         322,        -6.4380325,       -5.03001522,      -5.650721206,      -8.448422789
          0,           0,         323,        -6.4562275,      -5.030800098,      -5.646222985,       -8.44189831
          0,           0,         324,      -6.476015692,      -5.031624251,      -5.643112796,      -8.435431317
          0,           0,         325,      -6.496798362,      -5.032499771,      -5.641530532,      -8.429021749
          0,           0,         326,      -6.517810011,      -5.033435178,      -5.641544498,      -8.422667847
          0,           0,         327,      -6.538122154,      -5.034435167,      -5.643158867,      -8.416371187
          0,           0,         328,      -6.556690861,       -5.03550057,      -5.646318816,      -8.410126327
          0,           0,         329,      -6.572464651,      -5.036628553,      -5.650913405,      -8.403945878
          0,           0,         330,      -6.584549184,      -5.037813009,      -5.656776799,      -8.397831518
